time,longitude,latitude,Ktemp
1950-05-31 9:00:00,286,40.75,290.02478
1950-06-01 9:00:00,286,40.75,291.4225
1950-06-02 9:00:00,286,40.75,292.08713
1950-06-03 9:00:00,286,40.75,294.77472
1950-06-04 9:00:00,286,40.75,291.70392
1950-06-05 9:00:00,286,40.75,291.19495
1950-06-06 9:00:00,286,40.75,294.1984
1950-06-07 9:00:00,286,40.75,296.54764
1950-06-08 9:00:00,286,40.75,298.2053
1950-06-09 9:00:00,286,40.75,297.03217
1950-06-10 9:00:00,286,40.75,298.08005
1950-06-11 9:00:00,286,40.75,294.88348
1950-06-12 9:00:00,286,40.75,292.0607
1950-06-13 9:00:00,286,40.75,291.29523
1950-06-14 9:00:00,286,40.75,290.65652
1950-06-15 9:00:00,286,40.75,290.37558
1950-06-16 9:00:00,286,40.75,292.47037
1950-06-17 9:00:00,286,40.75,294.37305
1950-06-18 9:00:00,286,40.75,288.90955
1950-06-19 9:00:00,286,40.75,290.0218
1950-06-20 9:00:00,286,40.75,290.2713
1950-06-21 9:00:00,286,40.75,293.9808
1950-06-22 9:00:00,286,40.75,293.887
1950-06-23 9:00:00,286,40.75,293.8905
1950-06-24 9:00:00,286,40.75,297.34155
1950-06-25 9:00:00,286,40.75,299.0526
1950-06-26 9:00:00,286,40.75,299.6928
1950-06-27 9:00:00,286,40.75,298.602
1950-06-28 9:00:00,286,40.75,295.39795
1950-06-29 9:00:00,286,40.75,295.48578
1950-06-30 9:00:00,286,40.75,295.58707
1950-07-01 9:00:00,286,40.75,296.1729
1950-07-02 9:00:00,286,40.75,297.48724
1950-07-03 9:00:00,286,40.75,298.2522
1950-07-04 9:00:00,286,40.75,297.61548
1950-07-05 9:00:00,286,40.75,297.96976
1950-07-06 9:00:00,286,40.75,296.3256
1950-07-07 9:00:00,286,40.75,295.54565
1950-07-08 9:00:00,286,40.75,297.56458
1950-07-09 9:00:00,286,40.75,297.48526
1950-07-10 9:00:00,286,40.75,294.7328
1950-07-11 9:00:00,286,40.75,295.05563
1950-07-12 9:00:00,286,40.75,298.18384
1950-07-13 9:00:00,286,40.75,298.54163
1950-07-14 9:00:00,286,40.75,295.7807
1950-07-15 9:00:00,286,40.75,293.86755
1950-07-16 9:00:00,286,40.75,294.51276
1950-07-17 9:00:00,286,40.75,297.12198
1950-07-18 9:00:00,286,40.75,300.09747
1950-07-19 9:00:00,286,40.75,297.54413
1950-07-20 9:00:00,286,40.75,296.8106
1950-07-21 9:00:00,286,40.75,293.43094
1950-07-22 9:00:00,286,40.75,295.6624
1950-07-23 9:00:00,286,40.75,295.50974
1950-07-24 9:00:00,286,40.75,294.25577
1950-07-25 9:00:00,286,40.75,296.24426
1950-07-26 9:00:00,286,40.75,296.14044
1950-07-27 9:00:00,286,40.75,296.08057
1950-07-28 9:00:00,286,40.75,297.77066
1950-07-29 9:00:00,286,40.75,296.85303
1950-07-30 9:00:00,286,40.75,298.64093
1950-07-31 9:00:00,286,40.75,299.52164
1950-08-01 9:00:00,286,40.75,299.5905
1950-08-02 9:00:00,286,40.75,295.1704
1950-08-03 9:00:00,286,40.75,293.81665
1950-08-04 9:00:00,286,40.75,294.4878
1950-08-05 9:00:00,286,40.75,294.4903
1950-08-06 9:00:00,286,40.75,293.27524
1950-08-07 9:00:00,286,40.75,292.46786
1950-08-08 9:00:00,286,40.75,293.64252
1950-08-09 9:00:00,286,40.75,296.6694
1950-08-10 9:00:00,286,40.75,297.3166
1950-08-11 9:00:00,286,40.75,297.58905
1950-08-12 9:00:00,286,40.75,294.11105
1950-08-13 9:00:00,286,40.75,293.45886
1950-08-14 9:00:00,286,40.75,294.34308
1950-08-15 9:00:00,286,40.75,295.16043
1950-08-16 9:00:00,286,40.75,295.99277
1950-08-17 9:00:00,286,40.75,295.9159
1950-08-18 9:00:00,286,40.75,296.28067
1950-08-19 9:00:00,286,40.75,296.0217
1950-08-20 9:00:00,286,40.75,296.23428
1950-08-21 9:00:00,286,40.75,292.7478
1950-08-22 9:00:00,286,40.75,292.18396
1950-08-23 9:00:00,286,40.75,293.95535
1950-08-24 9:00:00,286,40.75,294.94788
1950-08-25 9:00:00,286,40.75,295.2243
1950-08-26 9:00:00,286,40.75,295.94684
1950-08-27 9:00:00,286,40.75,296.18237
1950-08-28 9:00:00,286,40.75,296.76172
1950-08-29 9:00:00,286,40.75,298.76566
1950-08-30 9:00:00,286,40.75,296.351
1950-08-31 9:00:00,286,40.75,296.94034
1950-09-01 9:00:00,286,40.75,299.6234
1950-09-02 9:00:00,286,40.75,298.75317
1950-09-03 9:00:00,286,40.75,294.89648
1950-09-04 9:00:00,286,40.75,294.85657
1950-09-05 9:00:00,286,40.75,291.14655
1950-09-06 9:00:00,286,40.75,290.83017
1950-09-07 9:00:00,286,40.75,291.91998
1950-09-08 9:00:00,286,40.75,294.1934
1950-09-09 9:00:00,286,40.75,294.0327
1950-09-10 9:00:00,286,40.75,295.19836
1950-09-11 9:00:00,286,40.75,293.88602
1950-09-12 9:00:00,286,40.75,290.24884
1950-09-13 9:00:00,286,40.75,289.46344
1950-09-14 9:00:00,286,40.75,288.95096
1950-09-15 9:00:00,286,40.75,292.46088
1950-09-16 9:00:00,286,40.75,291.82416
1950-09-17 9:00:00,286,40.75,287.57324
1950-09-18 9:00:00,286,40.75,288.24988
1950-09-19 9:00:00,286,40.75,290.69943
1950-09-20 9:00:00,286,40.75,290.49084
1950-09-21 9:00:00,286,40.75,290.00385
1950-09-22 9:00:00,286,40.75,289.0453
1950-09-23 9:00:00,286,40.75,288.91205
1950-09-24 9:00:00,286,40.75,283.71002
1950-09-25 9:00:00,286,40.75,282.84927
1950-09-26 9:00:00,286,40.75,285.4096
1950-09-27 9:00:00,286,40.75,287.02783
1950-09-28 9:00:00,286,40.75,287.6411
1950-09-29 9:00:00,286,40.75,287.6401
1950-09-30 9:00:00,286,40.75,290.7134
1950-10-01 9:00:00,286,40.75,291.6645
1950-10-02 9:00:00,286,40.75,293.03522
1950-10-03 9:00:00,286,40.75,291.83813
1950-10-04 9:00:00,286,40.75,289.7738
1950-10-05 9:00:00,286,40.75,285.3128
1950-10-06 9:00:00,286,40.75,285.23297
1950-10-07 9:00:00,286,40.75,288.10266
1950-10-08 9:00:00,286,40.75,289.23438
1950-10-09 9:00:00,286,40.75,290.68097
1950-10-10 9:00:00,286,40.75,291.6106
1950-10-11 9:00:00,286,40.75,288.61414
1950-10-12 9:00:00,286,40.75,289.78577
1950-10-13 9:00:00,286,40.75,286.04782
1950-10-14 9:00:00,286,40.75,284.55334
1950-10-15 9:00:00,286,40.75,285.2185
1950-10-16 9:00:00,286,40.75,283.70905
1950-10-17 9:00:00,286,40.75,285.39563
1950-10-18 9:00:00,286,40.75,288.66205
1950-10-19 9:00:00,286,40.75,289.71893
1950-10-20 9:00:00,286,40.75,291.10413
1950-10-21 9:00:00,286,40.75,285.69354
1950-10-22 9:00:00,286,40.75,286.46497
1950-10-23 9:00:00,286,40.75,284.82428
1950-10-24 9:00:00,286,40.75,283.46402
1950-10-25 9:00:00,286,40.75,286.23395
1950-10-26 9:00:00,286,40.75,283.481
1950-10-27 9:00:00,286,40.75,280.24252
1950-10-28 9:00:00,286,40.75,283.93008
1950-10-29 9:00:00,286,40.75,289.34067
1950-10-30 9:00:00,286,40.75,288.94598
1950-10-31 9:00:00,286,40.75,290.10764
1950-11-01 9:00:00,286,40.75,289.51334
1950-11-02 9:00:00,286,40.75,291.7678
1950-11-03 9:00:00,286,40.75,287.86215
1950-11-04 9:00:00,286,40.75,286.6027
1950-11-05 9:00:00,286,40.75,288.21097
1950-11-06 9:00:00,286,40.75,280.8114
1950-11-07 9:00:00,286,40.75,283.55536
1950-11-08 9:00:00,286,40.75,286.7943
1950-11-09 9:00:00,286,40.75,288.66055
1950-11-10 9:00:00,286,40.75,287.1027
1950-11-11 9:00:00,286,40.75,280.78394
1950-11-12 9:00:00,286,40.75,278.4182
1950-11-13 9:00:00,286,40.75,277.69116
1950-11-14 9:00:00,286,40.75,278.12183
1950-11-15 9:00:00,286,40.75,278.54095
1950-11-16 9:00:00,286,40.75,283.9725
1950-11-17 9:00:00,286,40.75,285.32227
1950-11-18 9:00:00,286,40.75,279.78943
1950-11-19 9:00:00,286,40.75,279.44965
1950-11-20 9:00:00,286,40.75,286.08374
1950-11-21 9:00:00,286,40.75,279.92917
1950-11-22 9:00:00,286,40.75,275.82147
1950-11-23 9:00:00,286,40.75,275.95367
1950-11-24 9:00:00,286,40.75,279.1098
1950-11-25 9:00:00,286,40.75,285.1097
1950-11-26 9:00:00,286,40.75,275.8374
1950-11-27 9:00:00,286,40.75,275.78204
1950-11-28 9:00:00,286,40.75,275.63132
1950-11-29 9:00:00,286,40.75,274.33994
1950-11-30 9:00:00,286,40.75,275.0011
1950-12-01 9:00:00,286,40.75,276.30048
1950-12-02 9:00:00,286,40.75,274.77008
1950-12-03 9:00:00,286,40.75,278.79495
1950-12-04 9:00:00,286,40.75,285.94452
1950-12-05 9:00:00,286,40.75,278.99506
1950-12-06 9:00:00,286,40.75,275.66177
1950-12-07 9:00:00,286,40.75,278.12878
1950-12-08 9:00:00,286,40.75,283.74994
1950-12-09 9:00:00,286,40.75,278.1233
1950-12-10 9:00:00,286,40.75,275.36386
1950-12-11 9:00:00,286,40.75,277.64777
1950-12-12 9:00:00,286,40.75,276.31894
1950-12-13 9:00:00,286,40.75,274.3569
1950-12-14 9:00:00,286,40.75,274.1179
1950-12-15 9:00:00,286,40.75,275.4971
1950-12-16 9:00:00,286,40.75,276.7865
1950-12-17 9:00:00,286,40.75,274.4442
1950-12-18 9:00:00,286,40.75,271.57
1950-12-19 9:00:00,286,40.75,270.4438
1950-12-20 9:00:00,286,40.75,269.79462
1950-12-21 9:00:00,286,40.75,270.90186
1950-12-22 9:00:00,286,40.75,272.33847
1950-12-23 9:00:00,286,40.75,274.68924
1950-12-24 9:00:00,286,40.75,275.82196
1950-12-25 9:00:00,286,40.75,273.06
1950-12-26 9:00:00,286,40.75,267.6978
1950-12-27 9:00:00,286,40.75,263.77426
1950-12-28 9:00:00,286,40.75,264.82312
1950-12-29 9:00:00,286,40.75,273.06403
1950-12-30 9:00:00,286,40.75,273.74915
1950-12-31 9:00:00,286,40.75,275.2426
1951-01-01 9:00:00,286,40.75,272.79462
1951-01-02 9:00:00,286,40.75,273.20468
1951-01-03 9:00:00,286,40.75,278.25885
1951-01-04 9:00:00,286,40.75,283.54807
1951-01-05 9:00:00,286,40.75,276.3418
1951-01-06 9:00:00,286,40.75,275.95
1951-01-07 9:00:00,286,40.75,276.01617
1951-01-08 9:00:00,286,40.75,270.19833
1951-01-09 9:00:00,286,40.75,269.2876
1951-01-10 9:00:00,286,40.75,271.7913
1951-01-11 9:00:00,286,40.75,274.1057
1951-01-12 9:00:00,286,40.75,274.9859
1951-01-13 9:00:00,286,40.75,273.73633
1951-01-14 9:00:00,286,40.75,272.34128
1951-01-15 9:00:00,286,40.75,278.35196
1951-01-16 9:00:00,286,40.75,275.7923
1951-01-17 9:00:00,286,40.75,274.1917
1951-01-18 9:00:00,286,40.75,277.19348
1951-01-19 9:00:00,286,40.75,278.3489
1951-01-20 9:00:00,286,40.75,279.54453
1951-01-21 9:00:00,286,40.75,281.95
1951-01-22 9:00:00,286,40.75,269.19962
1951-01-23 9:00:00,286,40.75,271.3665
1951-01-24 9:00:00,286,40.75,281.13394
1951-01-25 9:00:00,286,40.75,275.81723
1951-01-26 9:00:00,286,40.75,273.10342
1951-01-27 9:00:00,286,40.75,270.9427
1951-01-28 9:00:00,286,40.75,272.09198
1951-01-29 9:00:00,286,40.75,272.8292
1951-01-30 9:00:00,286,40.75,270.38608
1951-01-31 9:00:00,286,40.75,264.70712
1951-02-01 9:00:00,286,40.75,274.85767
1951-02-02 9:00:00,286,40.75,274.63486
1951-02-03 9:00:00,286,40.75,267.85236
1951-02-04 9:00:00,286,40.75,269.28607
1951-02-05 9:00:00,286,40.75,273.3039
1951-02-06 9:00:00,286,40.75,273.8503
1951-02-07 9:00:00,286,40.75,278.6684
1951-02-08 9:00:00,286,40.75,267.27185
1951-02-09 9:00:00,286,40.75,263.73688
1951-02-10 9:00:00,286,40.75,266.0223
1951-02-11 9:00:00,286,40.75,269.19553
1951-02-12 9:00:00,286,40.75,273.43668
1951-02-13 9:00:00,286,40.75,277.9892
1951-02-14 9:00:00,286,40.75,278.3072
1951-02-15 9:00:00,286,40.75,271.14413
1951-02-16 9:00:00,286,40.75,270.557
1951-02-17 9:00:00,286,40.75,273.90424
1951-02-18 9:00:00,286,40.75,277.91693
1951-02-19 9:00:00,286,40.75,276.71014
1951-02-20 9:00:00,286,40.75,276.8073
1951-02-21 9:00:00,286,40.75,276.54733
1951-02-22 9:00:00,286,40.75,278.0416
1951-02-23 9:00:00,286,40.75,276.77222
1951-02-24 9:00:00,286,40.75,273.6931
1951-02-25 9:00:00,286,40.75,278.76407
1951-02-26 9:00:00,286,40.75,281.09375
1951-02-27 9:00:00,286,40.75,281.7689
1951-02-28 9:00:00,286,40.75,278.68164
1951-03-01 9:00:00,286,40.75,275.3405
1951-03-02 9:00:00,286,40.75,276.50204
1951-03-03 9:00:00,286,40.75,274.29193
1951-03-04 9:00:00,286,40.75,275.42548
1951-03-05 9:00:00,286,40.75,277.70935
1951-03-06 9:00:00,286,40.75,277.86862
1951-03-07 9:00:00,286,40.75,280.27664
1951-03-08 9:00:00,286,40.75,279.8905
1951-03-09 9:00:00,286,40.75,277.1248
1951-03-10 9:00:00,286,40.75,272.64758
1951-03-11 9:00:00,286,40.75,274.27515
1951-03-12 9:00:00,286,40.75,277.94647
1951-03-13 9:00:00,286,40.75,277.428
1951-03-14 9:00:00,286,40.75,278.69028
1951-03-15 9:00:00,286,40.75,277.08765
1951-03-16 9:00:00,286,40.75,278.13824
1951-03-17 9:00:00,286,40.75,278.03702
1951-03-18 9:00:00,286,40.75,277.65952
1951-03-19 9:00:00,286,40.75,277.79333
1951-03-20 9:00:00,286,40.75,279.8116
1951-03-21 9:00:00,286,40.75,278.66687
1951-03-22 9:00:00,286,40.75,276.151
1951-03-23 9:00:00,286,40.75,276.92178
1951-03-24 9:00:00,286,40.75,284.02277
1951-03-25 9:00:00,286,40.75,277.57812
1951-03-26 9:00:00,286,40.75,275.25604
1951-03-27 9:00:00,286,40.75,275.61575
1951-03-28 9:00:00,286,40.75,280.71472
1951-03-29 9:00:00,286,40.75,283.5328
1951-03-30 9:00:00,286,40.75,284.85815
1951-03-31 9:00:00,286,40.75,283.79025
1951-04-01 9:00:00,286,40.75,282.78287
1951-04-02 9:00:00,286,40.75,282.42725
1951-04-03 9:00:00,286,40.75,279.38324
1951-04-04 9:00:00,286,40.75,280.11588
1951-04-05 9:00:00,286,40.75,280.4308
1951-04-06 9:00:00,286,40.75,281.4224
1951-04-07 9:00:00,286,40.75,284.80933
1951-04-08 9:00:00,286,40.75,283.95508
1951-04-09 9:00:00,286,40.75,284.79712
1951-04-10 9:00:00,286,40.75,285.399
1951-04-11 9:00:00,286,40.75,283.2372
1951-04-12 9:00:00,286,40.75,283.60962
1951-04-13 9:00:00,286,40.75,283.75006
1951-04-14 9:00:00,286,40.75,283.85587
1951-04-15 9:00:00,286,40.75,285.24075
1951-04-16 9:00:00,286,40.75,284.1657
1951-04-17 9:00:00,286,40.75,279.3975
1951-04-18 9:00:00,286,40.75,280.8241
1951-04-19 9:00:00,286,40.75,283.82483
1951-04-20 9:00:00,286,40.75,283.61115
1951-04-21 9:00:00,286,40.75,283.89658
1951-04-22 9:00:00,286,40.75,284.31683
1951-04-23 9:00:00,286,40.75,285.4931
1951-04-24 9:00:00,286,40.75,284.88208
1951-04-25 9:00:00,286,40.75,285.92047
1951-04-26 9:00:00,286,40.75,290.93243
1951-04-27 9:00:00,286,40.75,286.2863
1951-04-28 9:00:00,286,40.75,284.72638
1951-04-29 9:00:00,286,40.75,288.22015
1951-04-30 9:00:00,286,40.75,290.7681
1951-05-01 9:00:00,286,40.75,288.83527
1951-05-02 9:00:00,286,40.75,291.6203
1951-05-03 9:00:00,286,40.75,290.4557
1951-05-04 9:00:00,286,40.75,285.53128
1951-05-05 9:00:00,286,40.75,285.63098
1951-05-06 9:00:00,286,40.75,287.3608
1951-05-07 9:00:00,286,40.75,288.7442
1951-05-08 9:00:00,286,40.75,289.0469
1951-05-09 9:00:00,286,40.75,292.16977
1951-05-10 9:00:00,286,40.75,290.90903
1951-05-11 9:00:00,286,40.75,286.86783
1951-05-12 9:00:00,286,40.75,287.40762
1951-05-13 9:00:00,286,40.75,286.82355
1951-05-14 9:00:00,286,40.75,287.35422
1951-05-15 9:00:00,286,40.75,291.07538
1951-05-16 9:00:00,286,40.75,295.29773
1951-05-17 9:00:00,286,40.75,295.08658
1951-05-18 9:00:00,286,40.75,286.79456
1951-05-19 9:00:00,286,40.75,286.84796
1951-05-20 9:00:00,286,40.75,289.38116
1951-05-21 9:00:00,286,40.75,291.63556
1951-05-22 9:00:00,286,40.75,293.26108
1951-05-23 9:00:00,286,40.75,294.20792
1951-05-24 9:00:00,286,40.75,287.0113
1951-05-25 9:00:00,286,40.75,289.1095
1951-05-26 9:00:00,286,40.75,292.2308
1951-05-27 9:00:00,286,40.75,291.11966
1951-05-28 9:00:00,286,40.75,290.3392
1951-05-29 9:00:00,286,40.75,288.97467
1951-05-30 9:00:00,286,40.75,290.14636
1951-05-31 9:00:00,286,40.75,294.1097
1951-06-01 9:00:00,286,40.75,296.90543
1951-06-02 9:00:00,286,40.75,296.86676
1951-06-03 9:00:00,286,40.75,295.35977
1951-06-04 9:00:00,286,40.75,294.05478
1951-06-05 9:00:00,286,40.75,293.28806
1951-06-06 9:00:00,286,40.75,292.09802
1951-06-07 9:00:00,286,40.75,292.75943
1951-06-08 9:00:00,286,40.75,291.98303
1951-06-09 9:00:00,286,40.75,291.48547
1951-06-10 9:00:00,286,40.75,290.6872
1951-06-11 9:00:00,286,40.75,287.92657
1951-06-12 9:00:00,286,40.75,290.2878
1951-06-13 9:00:00,286,40.75,289.94287
1951-06-14 9:00:00,286,40.75,288.46793
1951-06-15 9:00:00,286,40.75,288.9421
1951-06-16 9:00:00,286,40.75,290.7691
1951-06-17 9:00:00,286,40.75,293.28043
1951-06-18 9:00:00,286,40.75,293.45187
1951-06-19 9:00:00,286,40.75,294.45465
1951-06-20 9:00:00,286,40.75,295.26974
1951-06-21 9:00:00,286,40.75,295.58517
1951-06-22 9:00:00,286,40.75,295.73627
1951-06-23 9:00:00,286,40.75,295.0779
1951-06-24 9:00:00,286,40.75,298.16873
1951-06-25 9:00:00,286,40.75,299.5775
1951-06-26 9:00:00,286,40.75,295.81006
1951-06-27 9:00:00,286,40.75,296.0578
1951-06-28 9:00:00,286,40.75,297.13287
1951-06-29 9:00:00,286,40.75,294.31424
1951-06-30 9:00:00,286,40.75,293.94794
1951-07-01 9:00:00,286,40.75,294.99805
1951-07-02 9:00:00,286,40.75,296.05325
1951-07-03 9:00:00,286,40.75,297.50323
1951-07-04 9:00:00,286,40.75,297.01532
1951-07-05 9:00:00,286,40.75,297.06775
1951-07-06 9:00:00,286,40.75,293.72406
1951-07-07 9:00:00,286,40.75,296.51266
1951-07-08 9:00:00,286,40.75,297.39743
1951-07-09 9:00:00,286,40.75,297.0311
1951-07-10 9:00:00,286,40.75,297.99725
1951-07-11 9:00:00,286,40.75,298.08377
1951-07-12 9:00:00,286,40.75,297.57092
1951-07-13 9:00:00,286,40.75,297.24887
1951-07-14 9:00:00,286,40.75,298.02118
1951-07-15 9:00:00,286,40.75,298.4389
1951-07-16 9:00:00,286,40.75,299.4361
1951-07-17 9:00:00,286,40.75,298.82147
1951-07-18 9:00:00,286,40.75,295.3476
1951-07-19 9:00:00,286,40.75,295.95963
1951-07-20 9:00:00,286,40.75,293.80597
1951-07-21 9:00:00,286,40.75,295.43713
1951-07-22 9:00:00,286,40.75,298.17078
1951-07-23 9:00:00,286,40.75,299.84717
1951-07-24 9:00:00,286,40.75,298.07767
1951-07-25 9:00:00,286,40.75,297.10388
1951-07-26 9:00:00,286,40.75,297.85788
1951-07-27 9:00:00,286,40.75,300.9161
1951-07-28 9:00:00,286,40.75,297.4254
1951-07-29 9:00:00,286,40.75,296.20996
1951-07-30 9:00:00,286,40.75,297.85226
1951-07-31 9:00:00,286,40.75,299.87158
1951-08-01 9:00:00,286,40.75,300.15344
1951-08-02 9:00:00,286,40.75,295.95404
1951-08-03 9:00:00,286,40.75,294.58136
1951-08-04 9:00:00,286,40.75,294.1723
1951-08-05 9:00:00,286,40.75,292.45874
